"account.id","shipping.zip.code","billing.zip.code","shipping.city","billing.city","relationship","amount.donated.2013","amount.donated.lifetime","no.donations.lifetime","first.donated"
"001i000000MJzbl","","94103","","San Francisco","Vendor - Marketing",0,0,0,""
"001i000000MJzbm","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzbn","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzbo","","94124-2519","","San Francisco","Vendor - Marketing",0,0,0,""
"001i000000MJzbp","","","","","Vendor - Marketing",0,0,0,""
"001i000000MJzbq","","","","","",0,0,0,""
"001i000000MJzbr","","94710","","Berkeley","",0,0,0,""
"001i000000MJzbs","","","","","",0,0,0,""
"001i000000MJzbt","","","","","",0,0,0,""
"001i000000MJzbu","","","","","",0,0,0,""
"001i000000MJzbv","","94939","","Larkspur","",0,0,0,""
"001i000000MKXgY","","","","","",0,0,0,""
"001i000000MKXgZ","","","","","",0,0,0,""
"001i000000MKXga","","94102","","San Francisco","",0,0,0,""
"001i000000MKXgb","","","","","",0,0,0,""
"001i000000MKXgc","","","","","",0,0,0,""
"001i000000MKXgd","","","","","",0,0,0,""
"001i000000MKXge","","","","","",0,0,0,""
"001i000000MKXgf","","10018","","New York","",0,0,0,""
"001i000000MKXgg","","","","","",0,0,0,""
"001i000000MKXgh","","","","","",0,0,0,""
"001i000000MKXgi","","","","","",0,0,0,""
"001i000000MKXgj","","","","","",0,0,0,""
"001i000000MKXgk","","10013","","New York","",0,0,0,""
"001i000000MKXgl","","","","","",0,0,0,""
"001i000000MKXgm","","","","","",0,0,0,""
"001i000000MKXgn","","","","","",0,0,0,""
"001i000000MKXgo","","","","","",0,0,0,""
"001i000000MKXgp","","","","","",0,0,0,""
"001i000000MKXgq","","","","","",0,0,0,""
"001i000000MKXgr","","","","","",0,0,0,""
"001i000000MKXgs","","94612","","Oakland","",0,0,0,""
"001i000000MKXgt","","","","","",0,0,0,""
"001i000000MKXgu","","6468","","Monroe","",0,0,0,""
"001i000000MKXgv","","12017","","Austerlitz","",0,0,0,""
"001i000000MKXgw","","10018","","New York","",0,0,0,""
"001i000000MKXgx","","6115","","Hartford","",0,0,0,""
"001i000000MKXgy","","6825","","Fairfield","",0,0,0,""
"001i000000MKXgz","","01003-9257","","Amherst","",0,0,0,""
"001i000000MKXh0","","6031","","Canaan","",0,0,0,""
"001i000000MKXh1","","12567","","Pine Plains","",0,0,0,""
"001i000000MKXh2","","10036","","New York","",0,0,0,""
"001i000000MKXh3","","10023-6593","","New York","",0,0,0,""
"001i000000MKXh4","","10013","","New York","",0,0,0,""
"001i000000MKXh5","","10036","","New York","",0,0,0,""
"001i000000MKXh6","","10013","","New York","",0,0,0,""
"001i000000MKXh7","","10016","","New York","",0,0,0,""
"001i000000MKXh8","","8520","","Hightstown","",0,0,0,""
"001i000000MKXh9","","20001","","Washington","",0,0,0,""
"001i000000MKXhA","","6511","","New Haven","",0,0,0,""
"001i000000MKXhB","","10005","","New York","",0,0,0,""
"001i000000MKXhC","","","","","Vendor - Artistic",0,0,0,""
"001i000000MKXhD","","","","","Vendor - Artistic",0,0,0,""
"001i000000MKXhE","","94027-4401","","Atherton","Education Participant",0,0,0,""
"001i000000MKXhF","","","","","",0,0,0,""
"001i000000MKXhG","","","","","Vendor - Artistic",0,600,1,"2008-05-07 00:00:00"
"001i000000MKXhH","","","","","Vendor - Artistic",0,0,0,""
"001i000000MKXhI","","","","","",0,0,0,""
"001i000000MKXx7","","60202","","Evanston","",0,0,0,""
"001i000000MKqp3","","94102","","San Francisco","",0,0,0,""
"001i000000ML5Bu","","10019","","New York","",0,0,0,""
"001i000000N1vMR","","94957","","Ross","Education Participant",0,0,0,""
"001i000000N1vMS","","60005","","Arlington Heights","Vendor - Artistic",0,0,0,""
"001i000000N1vMT","","52242","","Iowa City","Vendor - Artistic",0,0,0,""
"001i000000N1vMU","","04101","","Portland","Vendor - Artistic",0,0,0,""
"001i000000N1vVN","","20742","","College Park","Vendor - Artistic",0,0,0,""
"001i000000N1vVO","","55102","","St Paul","Vendor - Artistic",0,0,0,""
"001i000000N1vVP","","11201","","Brooklyn","Vendor - Artistic",0,0,0,""
"001i000000N1vVQ","","10028","","New York","Vendor - Artistic",0,0,0,""
"001i000000N1vVR","","10128","","New York","Vendor - Artistic",0,0,0,""
"001i000000N1vVS","","27708-0757","","Durham","Vendor - Artistic",0,0,0,""
"001i000000N1vVT","","19102","","Philadelphia","Vendor - Artistic",0,0,0,""
"001i000000N1vVU","","15401","","Uniontown","Vendor - Artistic",0,0,0,""
"001i000000N1vVV","","77002","","Houston","Vendor - Artistic",0,0,0,""
"001i000000N1vVW","","23663","","Hampton","Vendor - Artistic",0,0,0,""
"001i000000N1vVX","","98402-4415","","Tacoma","Vendor - Artistic",0,0,0,""
"001i000000N1vVY","","98105","","Seattle","Vendor - Artistic",0,0,0,""
"001i000000N1vVZ","","02116","","Boston","Vendor - Artistic",0,0,0,""
"001i000000N1vVa","","11217","","Brooklyn","Vendor - Artistic",0,0,0,""
"001i000000N1vVb","","27599-3276","","Chapel Hill","Vendor - Artistic",0,0,0,""
"001i000000N1vVc","","28202","","Charlotte","Vendor - Artistic",0,0,0,""
"001i000000N1vVd","","19102","","Philadelphia","Vendor - Artistic",0,0,0,""
"001i000000N1vVe","","29601","","Greenville","Vendor - Artistic",0,0,0,""
"001i000000N1vVf","","76102","","Fort Worth","Vendor - Artistic",0,0,0,""
"001i000000N1vVg","","77002","","Houston","Vendor - Artistic",0,0,0,""
"001i000000N1vVh","","78712","","Austin","Vendor - Artistic",0,0,0,""
"001i000000N1vVi","","22182","","Vienna","Vendor - Artistic",0,0,0,""
"001i000000N1vVj","","85287","","Tempe","Vendor - Artistic",0,0,0,""
"001i000000N1vVk","","93103","","Santa Barbara","Vendor - Artistic",0,0,0,""
"001i000000N1vVl","","93407","","San Luis Obispo","Vendor - Artistic",0,0,0,""
"001i000000N1vVm","","","","","Vendor - Artistic",0,0,0,""
"001i000000N1vVn","","95521","","Arcata","Vendor - Artistic",0,0,0,""
"001i000000N1vVo","","90068","","Los Angeles","Vendor - Artistic",0,0,0,""
"001i000000N1vVp","","92037","","La Jolla","Vendor - Artistic",0,0,0,""
"001i000000N1vVq","","94123","","San Francisco","Vendor - Artistic",0,0,0,""
"001i000000N1vVr","","19801","","Wilmington","Vendor - Artistic",0,0,0,""
"001i000000N1vVs","","33037","","Key Largo","Vendor - Artistic",0,0,0,""
"001i000000N1vVt","","83725","","Boise City","Vendor - Artistic",0,0,0,""
"001i000000N1vVu","","","","","Vendor - Artistic",0,0,0,""
"001i000000N1vVv","","60604","","Chicago","Vendor - Artistic",0,0,0,""
"001i000000N1vVw","","","","","Vendor - Artistic",0,0,0,""
"001i000000N1vVx","","","","Fremont","Education Participant",0,0,0,""
"001i000000N1vVy","","","","Campbell","Education Participant",0,0,0,""
"001i000000N1vVz","","","","Santa Clara","Education Participant",0,0,0,""
"001i000000N1vW0","","","","Redwood City","Education Participant",0,0,0,""
"001i000000N1vW1","","","","Cupertino","Education Participant",0,0,0,""
"001i000000N1vW2","","","","San Francisco","Education Participant",0,0,0,""
"001i000000N1vW3","","","","","Education Participant",0,0,0,""
"001i000000N1vW4","","94132","","San Francisco","Education Participant",0,0,0,""
"001i000000N1vW5","","94027","","Atherton","Education Participant",0,0,0,""
"001i000000N1vW6","","","","","Education Participant",0,0,0,""
"001i000000N1vW7","","","","","Education Participant",0,0,0,""
"001i000000N1vW8","","","","","Education Participant",0,0,0,""
"001i000000N1vW9","","","","San Francisco","Education Participant",0,0,0,""
"001i000000N1vWA","","","","","Education Participant",0,0,0,""
"001i000000N1vWB","","","","San Francisco","Education Participant",0,0,0,""
"001i000000N1vWC","","94306","","Palo Alto","Education Participant",0,0,0,""
"001i000000N1vWD","","94112","","San Francisco","Education Participant",0,0,0,""
"001i000000N1vWE","","60137","","Glen Ellyn","Vendor - Artistic",0,0,0,""
"001i000000N1vWF","","45402","","Dayton","Vendor - Artistic",0,0,0,""
"001i000000N57o9","","94127","","San Francisco","Vendor - Artistic",0,0,0,""
"001i000000Nu8bK","","60637","","Chicago","Vendor - Artistic",0,0,0,""
"001i000000NuG9I","","94115","","San Francisco","",0,0,0,""
"001i000000NuG9J","","94402","","San Mateo","",0,0,0,""
"001i000000NuG9K","","75040","","Garland","",0,0,0,""
"001i000000NuN5g","","96768","","makawao","",0,0,0,""
"001i000000NuN5h","","83713","","Boise","",0,0,0,""
"001i000000NuN5i","","83440","","Rexburg","",0,0,0,""
"001i000000NuN5j","","60305","","River Forest","",0,0,0,""
"001i000000NuN7r","","95405","","Santa Rosa","",0,0,0,""
"001i000000NuN7s","","94522","","Concord","",0,0,0,""
"001i000000NuN7t","","94066","","San Bruno","",0,100,1,"2009-11-06 00:00:00"
"001i000000NuN7u","","94114","","San Francisco","",0,0,0,""
"001i000000NuNDm","","94114","","San Francisco","",0,0,0,""
"001i000000NuNDn","","94526-5561","","Danville","",0,0,0,""
"001i000000NuNDz","","94942","","Mill Valley","",0,250,2,"1987-07-04 00:00:00"
"001i000000NuNE0","","95209","","Stockton","",0,30,1,"1988-07-04 00:00:00"
"001i000000NuNE1","","94596","","Walnut Creek","",0,56,2,"1988-07-04 00:00:00"
"001i000000NuNE2","","95372","","Soulsbyville","",0,75,2,"1998-10-25 00:00:00"
"001i000000NuNOy","","92833","","Fullerton","",0,0,0,""
"001i000000NuNOz","","92663","","Newport Beach","",0,0,0,""
"001i000000NuNP0","","94706","","Berkeley","",0,0,0,""
"001i000000NuNP1","","94109","","San Francisco","",0,10,1,"1994-12-02 00:00:00"
"001i000000NuNPr","","94618","","Oakland","",0,35,1,"1999-11-11 00:00:00"
"001i000000NuNPs","","94015","","Daly City","",0,0,0,""
"001i000000NuNPt","","94596-6220","","Walnut Creek","",0,100,4,"1998-01-26 00:00:00"
"001i000000NuNPu","","94705","","Berkeley","",0,0,0,""
"001i000000NuNQ0","","94920","","Tiburon","",1000,6000,2,"2011-12-29 00:00:00"
"001i000000NuNQf","","94103","","San Francisco","",500,2545,4,"2013-02-27 00:00:00"
"001i000000NuNQg","","94103","","San Francisco","",0,1450,1,"2013-02-27 00:00:00"
"001i000000NuNQh","","94610","","Oakland","",250,300,2,"2013-02-27 00:00:00"
"001i000000NuNQi","","94024","","Los Altos","",250,250,1,"2013-02-27 00:00:00"
"001i000000NuNQz","","94920","","Tiburon","",0,0,0,""
"001i000000NuNR0","","94602","","Oakland","",0,0,0,""
"001i000000NuNR1","","94133","","San Francisco","",0,0,0,""
"001i000000NuNR2","","94114","","San Francisco","",0,0,0,""
"001i000000NuNRO","","94111","","San Francisco","",32500,797000,25,"1987-07-04 00:00:00"
"001i000000NuNRP","","94583","","San Ramon","",0,92259,68,"1987-07-04 00:00:00"
"001i000000NuNRQ","","8543","","Princeton","",0,1900,15,"1994-06-17 00:00:00"
"001i000000NuNRR","","94104","","San Francisco","",15000,107500,16,"1989-07-04 00:00:00"
"001i000000NuNRi","","94526","","Danville","",0,0,0,""
"001i000000NuNRj","","94598","","Walnut Creek","",0,0,0,""
"001i000000NuNRk","","94556","","Moraga","",0,0,0,""
"001i000000NuNRl","","95695","","Woodland","",0,0,0,""
"001i000000NuNS2","","94022","","Los Altos","",0,0,0,""
"001i000000NuNS3","","1778","","Wayland","",0,1014,12,"1990-07-04 00:00:00"
"001i000000NuNS4","","89445","","Winnemucca","",0,0,0,""
"001i000000NuNS5","","94402","","San Mateo","",0,0,0,""
"001i000000NuNS7","","3574","","Bethlehem","",0,0,0,""
"001i000000NuNS8","","94027","","Atherton","",0,0,0,""
"001i000000NuNS9","","94132","","San Francisco","",0,100,1,"2003-09-30 00:00:00"
"001i000000NuNSA","","94706","","Albany","",0,700,5,"2005-03-17 00:00:00"
"001i000000NuNSH","","94018","","El Granada","",0,2220.5,13,"1988-07-04 00:00:00"
"001i000000NuNSI","","94708","","Kensington","",0,4825,34,"1991-07-04 00:00:00"
"001i000000NuNSJ","","94903","","San Rafael","",0,0,0,""
"001i000000NuNSK","","94611","","Oakland","",0,80,2,"1986-07-04 00:00:00"
"001i000000NuNSN","","95014","","Cupertino","",0,0,0,""
"001i000000NuNSO","","97051","","St. Helens","",0,0,0,""
"001i000000NuNSP","","94306","","Palo Alto","",0,0,0,""
"001i000000NuNTU","94608","94124","Oakland","San Francisco","",0,0,0,""
"001i000000NuNTV","","94121","","San Francisco","",0,0,0,""
"001i000000NuNTW","","94086","","Sunnyvale","",0,1450,4,"2008-07-28 00:00:00"
"001i000000NuNTX","","94025","","Menlo Park","",0,100,2,"2009-12-30 00:00:00"
"001i000000NuNTj","","1775","","Stow","",0,150,1,"1991-07-04 00:00:00"
"001i000000NuNTk","","94915","","San Rafael","",0,0,0,""
"001i000000NuNTl","","94117","","San Francisco","",0,175,1,"1992-07-04 00:00:00"
"001i000000NuNTm","","95158","","San Jose","",0,0,0,""
"001i000000NuNU8","94402","94402","San Mateo","San Mateo","",1100,2775,8,"1998-10-25 00:00:00"
"001i000000NuNU9","","94618","","Oakland","",0,0,0,""
"001i000000NuNUA","","94945","","Novato","",0,0,0,""
"001i000000NuNUB","","94549","","Lafayette","",0,3016,18,"1995-04-21 00:00:00"
"001i000000NuNUI","","","","Emeryville","",0,0,0,""
"001i000000NuNUJ","","","","Walnut Creek","",0,0,0,""
"001i000000NuNUK","","","","Alameda","",0,0,0,""
"001i000000NuNUL","","","","Redwood City","",0,0,0,""
"001i000000NuNUS","","44251","","Westfield Center","",0,50,1,"1994-07-13 00:00:00"
"001i000000NuNUT","","94549","","Lafayette","",0,0,0,""
"001i000000NuNUU","","94501","","Alameda","",0,20,1,"1995-12-21 00:00:00"
"001i000000NuNUV","","94941","","Mill Valley","",0,550,6,"1996-01-04 00:00:00"
"001i000000NuNUX","","94563","","Orinda","",0,5800,11,"1987-07-04 00:00:00"
"001i000000NuNUY","","94102","","San Francisco","",0,0,0,""
"001i000000NuNUZ","","94703","","Berkeley","",0,266,6,"1987-07-04 00:00:00"
"001i000000NuNUa","","94558","","Napa","",0,3223.8,4,"1989-07-04 00:00:00"
"001i000000NuNUb","","94019","","Half Moon Bay","",0,150,1,"2011-06-15 00:00:00"
"001i000000NuNUc","","89402","","Crystal Bay","",0,0,0,""
"001i000000NuNUd","","94111","","San Francisco","",0,250,1,"2014-02-20 00:00:00"
"001i000000NuNUe","","11201","","Brooklyn","",0,200,1,"2011-10-25 00:00:00"
"001i000000NuNUf","","94949","","Novato","",0,516,6,"1991-07-04 00:00:00"
"001i000000NuNUg","","94702","","Berkeley","",0,25,1,"1986-07-04 00:00:00"
"001i000000NuNUh","","94121","","San Francisco","",0,0,0,""
"001i000000NuNUi","","94930","","Fairfax","",300,800,3,"2011-12-08 00:00:00"
"001i000000NuNUj","","","","","",0,0,0,""
"001i000000NuNUk","","94903","","San Rafael","",0,0,0,""
"001i000000NuNUl","","95008","","Campbell","",100,375,3,"2011-12-28 00:00:00"
"001i000000NuNUm","","94118","","San Francisco","",0,100,1,"2012-01-05 00:00:00"
"001i000000NuNUn","","94570","","Moraga","",0,0,0,""
"001i000000NuNUo","","","","","",0,0,0,""
"001i000000NuNUp","","94903-2734","","San Rafael","",0,0,0,""
"001i000000NuNUq","","94108-2606","","San Francisco","",0,1966,14,"1986-07-04 00:00:00"
"001i000000NuNUr","","96001-0721","","Redding","",0,270,4,"1988-07-04 00:00:00"
"001i000000NuNUs","","94109-0403","","San Francisco","",0,864,13,"1992-07-04 00:00:00"
"001i000000NuNUt","","94901-3710","","San Rafael","",0,0,0,""
"001i000000NuNUu","","94109","","San Francisco","",0,3350,7,"2006-10-25 00:00:00"
"001i000000NuNUv","","94025","","Menlo Park","",0,0,0,""
"001i000000NuNUw","","94102-3261","","San Francisco","",0,50,1,"1988-07-04 00:00:00"
"001i000000NuNUx","94117-4184","94159-1778","San Francisco","San Francisco","",0,410,10,"1988-07-04 00:00:00"
"001i000000NuNUy","","94618-2405","","Oakland","",0,0,0,""
"001i000000NuNUz","","94597-1981","","Walnut Creek","",0,139,3,"1994-12-27 00:00:00"
"001i000000NuNV0","","94507","","Alamo","",0,0,0,""
"001i000000NuNV1","","94111","","San Francisco","",0,0,0,""
"001i000000NuNV2","","75016","","Paris","",0,0,0,""
"001i000000NuNV3","","94595-3141","","Walnut Creek","",0,1375,5,"1990-07-04 00:00:00"
"001i000000NuNV4","","9468","","APO","",0,1586,15,"1989-07-04 00:00:00"
"001i000000NuNV5","","94705","","Berkeley","",0,0,0,""
"001i000000NuNV6","","94945-2712","","Novato","",0,420,4,"1996-11-01 00:00:00"
"001i000000NuNV7","","94611-3433","","Piedmont","",0,0,0,""
"001i000000NuNV8","","93924","","Carmel Valley","",0,175,1,"1992-07-04 00:00:00"
"001i000000NuNV9","","94705","","Berkeley","",0,1600,9,"1997-11-10 00:00:00"
"001i000000NuNVA","","94301","","Palo Alto","",0,0,0,""
"001i000000NuNVB","","94301","","Palo Alto","",0,21,1,"1988-07-04 00:00:00"
"001i000000NuNVC","","94708-2215","","Berkeley","",0,0,0,""
"001i000000NuNVD","","94502-6768","","Alameda","",0,428,3,"1994-12-27 00:00:00"
"001i000000NuNVE","","95834-7806","","Sacramento","",0,2918,10,"1987-07-04 00:00:00"
"001i000000NuNVF","","","","","",0,78600,14,"1992-07-04 00:00:00"
"001i000000NuNVG","","94122-2052","","San Francisco","",0,0,0,""
"001i000000NuNVH","","94102-3257","","San Francisco","",0,0,0,""
"001i000000NuNVI","","95207-3867","","Stockton","",0,829,8,"1998-11-24 00:00:00"
"001i000000NuNVJ","","94606-1633","","Oakland","",0,20,1,"1990-07-04 00:00:00"
"001i000000NuNVK","","94806-5718","","San Pablo","",0,424,5,"1987-07-04 00:00:00"
"001i000000NuNVL","","94612-4105","","Oakland","",0,931,13,"1986-07-04 00:00:00"
"001i000000NuNVM","","94596","","Walnut Creek","",0,0,0,""
"001i000000NuNVN","","94117","","San Francisco","",0,100,3,"2007-07-10 00:00:00"
"001i000000NuNVO","","95476","","Sonoma","",0,30,3,"1985-07-04 00:00:00"
"001i000000NuNVP","","95070-6193","","Saratoga","",0,0,0,""
"001i000000NuNVQ","","94595-3523","","Walnut Creek","",0,604,5,"1988-07-04 00:00:00"
